"","projects_uID","name_agency","project_title","donors","project_status","ongoing_ability","new_project_funding","funding_amount","pillars","projects_activities","other_activities","implimenting_partner","regions","districts"
"162","ID-171","Save the Children International","SCI COVID 19 Response Program","Multiple donors  funding existing projects","new_project",NA,"yes","303582","Infection prevention,Case management,WASH,Mental health,Risk communications,Logistics,Human resources","none, ipc_refresher_training_and_onsite_mentorship_on_standard_and_transmission, none,  food_assistance_quarantine_other other, procure_wash_infrastructure, none, mhpss_counsellors, cash supplies personnel, procure_ppe procure_thermometers purchase_megaphones_vht procure_sanitizer, other",NA,"Direct implementation, Direct implementation, Direct implementation, CTEN in West Nile, Direct Implementation, Direct Implementation","bunyoro southbuganda toro westnile, acholi bunyoro toro westnile, karamoja, acholi bunyoro karamoja southbuganda toro westnile, acholi bunyoro kampala karamoja southbuganda toro westnile, acholi karamoja southbuganda westnile, kampala","kikuube, wakiso, kyegegwa kasese kamwenge ntoroko bundibugyo, yumbe adjumani arua, omoro amuru gulu, kikuube, kasese ntoroko bundibugyo, yumbe arua, moroto kaabong kotido amudat karenga, omoro amuru gulu nwoya, kikuube kiryandongo, moroto nakapiripirit napak nabilatuk karenga, lamwo omoro amuru gulu nwoya, kampala, moroto kaabong nakapiripirit kotido napak amudat nabilatuk karenga, kabarole kyegegwa kasese kamwenge ntoroko bundibugyo, nwoya, nakapiripirit napak nabilatuk, yumbe, omoro, moroto, arua"
"163","ID-172","Lutheran World Federation","Provision of protection, legal, community services, SGBV, WASH, Energy and Environment Services for Refugees and Asylum seekers residing in Adjumani, Moyo and Lamwo","unhcr","ongoing_project","yes",NA,"450000","Coordination,Infection prevention,Surveillance,Laboratory,Case management,WASH,Mental health,Risk communications,Logistics,Human resources","national_task_force_district_task_force other, other, other,  food_assitance_isolation food_assistance_quarantine_other other, support_engagements_with_authorities procure_wash_infrastructure hygiene_promotion_sensitization support_community_engagement_meetings support_operationalization_of_wash_committees other, none, mhpss_counsellors mhpss_services_supervisor_monitor other, cash supplies personnel, procure_ppe procure_sanitizer procure_soap procure_watertanks chlorination wash_isolation_quarantine_centres procure_boots wash_costs other, security_personnel_isolation facilitate_response_teams","Support house holds of PSNs with Non conditional cash grant; Maintenance and care services for protection house","URDMC","acholi westnile, acholi westnile","lamwo, adjumani obongi, lamwo"
"164","ID-173","Infectious Diseases Institute, Makerere University","nCoV 2019 country planning grant","Resolve to Save Lives","new_project",NA,"yes","49000","Coordination,Infection prevention,Surveillance,Laboratory,Case management,Risk communications,Logistics,Human resources","monitor_plan_implementation orientation_surge, adapted_ipc_standard_operating_procedures, surveillance_guidelines_training orient_workers_surveillance,  orientation_workers_rrh, none, none, none, cash, procure_ppe procure_toner, border_health_staff",NA,"","kampala, kampala","kampala, kampala"
"165","ID-174","Infectious Diseases Institute, Makerere University","COVID-19 country Response Grant","Resolve to Save Lives","new_project",NA,"yes","458602","Infection prevention,Surveillance,Laboratory,Case management,Logistics,Human resources","none, adapted_ipc_standard_operating_procedures procure_ipc ipc_refresher_training_and_onsite_mentorship_on_standard_and_transmission, orient_workers_surveillance entry_point_supervisors case_investigation,  orientation_workers_rrh assess_readiness orientation_workers_icu, none, none, none,  procure_ppe procure_waste_management_supplies procure_thermometers procure_tablets procure_toner procure_sanitizer, border_health_staff facilitate_response_teams",NA,"","bunyoro kampala westnile, bukedi, bunyoro kampala westnile","masindi kagadi kibaale kikuube buliisa kakumiro kiryandongo hoima, kampala, maracha pakwach zombo yumbe adjumani arua nebbi koboko moyo madiokollo obongi, busia tororo, masindi kagadi kibaale kikuube buliisa kakumiro kiryandongo hoima"
"166","ID-175","Infectious Diseases Institute, Makerere University","Global Health Security Partner Engagement Project","us","ongoing_project","yes",NA,"4e+05","Surveillance,Laboratory,ICT innovations,Risk communications,Logistics","none, none, rapid_risk_capacity_assessment_district surveillance_guidelines_training distribute_tools orient_workers_surveillance training_field_guide_border entry_point_supervisors case_investigation risk_centre_identification contact_tracing_followup,  none, none, software_dev strengthen_district_data, none, personnel, procure_ppe, none",NA,"HISP","kampala kigezi westnile","kampala, kanungu kisoro kabale, maracha pakwach zombo yumbe adjumani arua nebbi koboko moyo madiokollo obongi"
"167","ID-176","The Water Trust","Covid-19 activities only","Vibrant Village Foundation, Charity Water, Internal, German Embassy, Internal Funding","new_project",NA,"yes","25000","Infection prevention,WASH,Risk communications,Logistics","none, procure_ipc other, none,  none, procure_wash_infrastructure support_community_engagement_meetings support_operationalization_of_wash_committees, none, none, supplies personnel, procure_ppe fuel purchase_megaphones_vht print_statutory_instrument procure_sanitizer procure_bottles handwashing_facility chlorination procure_boots, none",NA,"District govt., Working with Districts Kiryandongo and Masindi, District govt.","bunyoro","masindi kiryandongo"
"168","ID-177","Makerere University Walter Reed Project","MUWRP has received reagents for testing COVID-19 from USAMRIID through the USAMRD-A GEIS laboratory network and have started COVID-19 testing from samples routinely collected under the ILI/SARI/influenza surveillance program samples. MUWRP ILI/SARI/influenza surveillance protocol also supports sentinel surveillance system in 4 hospitals in Uganda (Gulu, Jinja, Mulago and Kiruddu) MUWRP runs an animal influenza surveillance program with similar laboratory capabilities at Makerere University main campus and could be supported to ramp up testing where required. Makerere University Walter Project (MUWRP) supports Mukono, Kayunga, Buikwe and Buvuma districts to ensure continuity of treatment for close to 52,000 PLHIV during the COVID-19 pandemic. In collaboration with District COVID-19 task forces and the district Health Teams, MUWRP supports; IPC training for HCWs and community structures that support HIV/TB service delivery, building capacity of DHTs to provide Virtual supervision and technical assistance to health facilities, Multi-month dispensing and decentralization of delivery of medications, maintain PLHIV on ART/TB, intensifies forecasting and last mile delivery for Health Commodities and community mobilization to maintain the gains of the HIV PEPFAR program for continued access to ART/TB services.","us","ongoing_project","yes",NA,"2e+06","Coordination,Infection prevention,Surveillance,Laboratory,Case management,WASH,ICT innovations,Mental health,Risk communications,Logistics,Human resources","national_task_force_district_task_force monitor_plan_implementation information_product simulation_exercises orientation_surge deploy_national_rapid_response assessments_national_rapid_response tech_support_lg moh_support_lg ehd_districts_wash, adapted_ipc_standard_operating_procedures procure_ipc ipc_refresher_training_and_onsite_mentorship_on_standard_and_transmission surveillance_hospitals, rapid_risk_capacity_assessment_district surveillance_guidelines_training distribute_tools orient_workers_surveillance risk_centre_identification,  orientation_workers_rrh orientation_detection_linking_kampala orientation_detection_linking_isolation_facilities assess_readiness medicine_home_isolation, support_engagements_with_authorities procure_wash_infrastructure hygiene_promotion_sensitization support_community_engagement_meetings support_operationalization_of_wash_committees, virtual_eoc_lisence e_meetings telemedicine_protocals implement_elmis software_dev emergency_hotline telemedicine_approach strengthen_district_data telemedicine_orientation, mhpss_services_supervisor_monitor, cash supplies personnel, procure_ppe procure_uniform procure_waste_management_supplies procure_thermoscanners procure_thermometers fuel transport_medical_staff procure_laptops procure_printers procure_tablets procure_phones procure_internet_routers purchase_megaphones_vht print_statutory_instrument procure_sanitizer procure_bottles handwashing_facility procure_soap procure_watertanks procure_boots wash_costs, lab_field_sample_central facilitate_response_teams",NA,"MUkono, kayunga, Buvuma and Buikwe Local Governments, Mukono, Kayunga, Buvuma and Buikwe Local Governments","busoga kampala northbuganda toro, busoga northbuganda, acholi busoga kampala northbuganda, acholi busoga kampala northbuganda toro, busoga kampala, northbuganda, kampala northbuganda","jinja, kampala, buikwe nakasongola buvuma kayunga mukono, kabarole kasese, jinja, gulu, buikwe nakasongola buvuma kayunga, kabarole, buikwe buvuma kayunga mukono"
"169","ID-178","Makerere University Walter Reed Project","MUWRP","us","ongoing_project","yes",NA,"1","Coordination,Infection prevention,Surveillance,Laboratory,Case management,WASH,ICT innovations,Risk communications,Logistics,Human resources","national_task_force_district_task_force monitor_plan_implementation simulation_exercises orientation_surge deploy_national_rapid_response assessments_national_rapid_response tech_support_lg moh_support_lg ehd_districts_wash, adapted_ipc_standard_operating_procedures procure_ipc ipc_refresher_training_and_onsite_mentorship_on_standard_and_transmission surveillance_hospitals, rapid_risk_capacity_assessment_district surveillance_guidelines_training distribute_tools orient_workers_surveillance training_field_guide_border entry_point_supervisors,  orientation_detection_linking_kampala orientation_detection_linking_isolation_facilities assess_readiness medicine_home_isolation, support_engagements_with_authorities procure_wash_infrastructure hygiene_promotion_sensitization support_community_engagement_meetings support_operationalization_of_wash_committees, e_meetings telemedicine_protocals implement_elmis software_dev emergency_hotline telemedicine_approach strengthen_district_data telemedicine_orientation, none, cash supplies personnel, procure_ppe procure_uniform procure_waste_management_supplies procure_thermoscanners procure_thermometers offloading_transport fuel transport_medical_staff procure_laptops procure_printers procure_tablets procure_phones procure_internet_routers procure_toner functionalise_moh_conference purchase_megaphones_vht print_statutory_instrument procure_sanitizer procure_bottles handwashing_facility procure_soap procure_watertanks wash_isolation_quarantine_centres wash_costs, lab_field_sample_central",NA,"","northbuganda, kampala northbuganda","buikwe buvuma kayunga mukono, kampala, buikwe buvuma kayunga mukono"
"170","ID-179","Ayuda en Accion Uganda","To contribute to saving and preserving lives by reducing the negative health and economic impacts of COVID-19 pandemic in Adjumani District","Internal Funding","new_project",NA,"yes","232726","Coordination,Infection prevention,Surveillance,Laboratory,Case management,Mental health,Risk communications,Logistics","tech_support_lg ehd_districts_wash other, other, other,  other, none, none, mhpss_services_supervisor_monitor, cash supplies, procure_ppe procure_waste_management_supplies procure_sanitizer procure_soap procure_watertanks, none",NA,"Jesuit Refugee Service (JRS), Community Empowerment for Rural Development (CEFORD) & Global Aim, Jesuit Refugee Service (JRS), Community Empowerment for Rural Development (CEFORD) & Global Aim, Jesuit Refugee Service (JRS) and Community Empowerment for Rural Development (CEFORD), Jesuit Refugee Service & Community Empowerment for Rural Development (CEFORD), Jesuit Refugee Service (JRS), Community Empowerment for Rural Development (CEFORD) & Global Aim, Jesuit Refugee Service (JRS), Community Empowerment for Rural Development (CEFORD) & Global Aim","westnile","adjumani"
"171","ID-180","Infectious diseases institute","Western and West Nile HIV Project","us","ongoing_project","yes",NA,"450000","Coordination,Infection prevention,Surveillance,Laboratory,Case management,WASH,ICT innovations,Risk communications,Logistics,Human resources","national_task_force_district_task_force monitor_plan_implementation information_product simulation_exercises orientation_surge deploy_national_rapid_response assessments_national_rapid_response tech_support_lg ehd_districts_wash, adapted_ipc_standard_operating_procedures procure_ipc ipc_refresher_training_and_onsite_mentorship_on_standard_and_transmission surveillance_hospitals, rapid_risk_capacity_assessment_district surveillance_guidelines_training orient_workers_surveillance training_field_guide_border entry_point_supervisors,  orientation_workers_rrh orientation_detection_linking_kampala orientation_detection_linking_isolation_facilities, support_engagements_with_authorities procure_wash_infrastructure, emergency_hotline strengthen_district_data, none, cash supplies personnel, procure_ppe procure_waste_management_supplies procure_thermometers transport_medical_staff procure_sanitizer procure_soap wash_isolation_quarantine_centres wash_costs, compensation_health_providers call_centre_staff",NA,"CBOs, CBOs","bunyoro westnile","masindi kagadi kibaale kikuube buliisa kakumiro kiryandongo hoima, maracha pakwach zombo yumbe adjumani arua nebbi koboko moyo madiokollo obongi"
"172","ID-181","MapUganda","Mapping4Rapid Response","The Humanitarian OpenStreetMap Team","ongoing_project","yes",NA,"5000","Coordination,Infection prevention,Surveillance,Laboratory,Case management,WASH,ICT innovations,Mental health,Risk communications,Logistics,Human resources","information_product other, other, other,  other, other, other, other, supplies, other, other",NA,"YouthMappers & Uganda Red Cross Society, YouthMappers & Uganda Red Cross Society, YouthMappers & Uganda Red Cross Society, YouthMappers & Uganda Red Cross Society, YouthMappers & Uganda Red Cross Society, YouthMappers & Uganda Red Cross Society, YouthMappers & Uganda Red Cross Society, YouthMappers & Uganda Red Cross Society, YouthMappers & Uganda Red Cross Society, YouthMappers & Uganda Red Cross Society","acholi, bukedi, elgon, karamoja, westnile, busoga, bunyoro, kigezi, southbuganda, ankole","lamwo amuru kitgum, busia tororo, kween kapchorwa manafwa sironko, moroto amudat, maracha zombo arua, namayingo mayuge, buliisa hoima, kisoro kabale, masaka kalangala wakiso kyotera rakai, ntungamo"
"173","ID-182","Ministry of Health","To strengthen the Uganda Ministry of Health capacity to coordinate one health sector response for control of HIV/AIDS epidemic and other infectious diseases","Centers for Disease Control and Prevention","ongoing_project","yes",NA,"450000","Coordination,Infection prevention","national_task_force_district_task_force monitor_plan_implementation information_product deploy_national_rapid_response assessments_national_rapid_response tech_support_lg, adapted_ipc_standard_operating_procedures, none,  none, none, none, none,  none, none",NA,"","acholi ankole bukedi bunyoro busoga elgon kampala karamoja kigezi lango northbuganda southbuganda teso toro westnile, kampala","lamwo omoro amuru kitgum gulu agago pader nwoya, ibanda sheema rubirizi ntungamo mbarara mitooma kiruhura buhweju bushenyi isingiro rwampara kazo, butebo busia budaka tororo butaleja pallisa kibuku, masindi kagadi kibaale kikuube buliisa kakumiro kiryandongo hoima, kamuli iganga namayingo luuka kaliro jinja buyende namutumba bugiri mayuge bugweri, kween bukwo kapchorwa bududa manafwa sironko mbale namisindwa bulambuli, kampala, moroto kaabong nakapiripirit kotido napak abim amudat nabilatuk karenga, rukungiri rubanda rukiga kanungu kisoro kabale, alebtong kole amolatar dokolo apac lira otuke oyam kwania, buikwe luwero nakasongola mubende buvuma kayunga kyankwanzi kiboga mukono nakaseke mityana kassanda, masaka kalangala wakiso bukomansimbi mpigi lwengo lyantonde ssembabule butambala kalungu kyotera gomba rakai, bukedea kaberamaido soroti serere amuria katakwi kumi ngora kapelebyong kalaki, kabarole bunyangabu kyegegwa kyenjojo kasese kamwenge ntoroko bundibugyo kitagwenda, maracha pakwach zombo yumbe adjumani arua nebbi koboko moyo madiokollo obongi"
"174","ID-183","ICAP","Population Surveys in Countries Supported Under the President's Emergency Plan for AIDS Relief","Centers for Disease Control and Prevention","ongoing_project","yes",NA,"8e+05","Coordination,Infection prevention","moh_support_lg, adapted_ipc_standard_operating_procedures procure_ipc ipc_refresher_training_and_onsite_mentorship_on_standard_and_transmission surveillance_hospitals, none,  none, none, none, none,  none, none",NA,"","kampala","kampala"
"175","ID-184","Global Healthcare Public Foundation","Technical assistance for strengthening national laboratory systems in Uganda under PEPFAR","Centers for Disease Control and Prevention","ongoing_project","yes",NA,"160000","Surveillance,Laboratory","none, none, distribute_tools orient_workers_surveillance training_field_guide_border case_investigation,  none, none, none, none,  none, none",NA,"","kampala","kampala"
"176","ID-185","Ministry of Health","To strengthen the Uganda Ministry of Health capacity to coordinate one health sector response for control of HIV/AIDS epidemic and other infectious diseases","Centers for Disease Control and Prevention","ongoing_project","yes",NA,"450000","Coordination,Infection prevention","national_task_force_district_task_force monitor_plan_implementation information_product deploy_national_rapid_response assessments_national_rapid_response tech_support_lg, adapted_ipc_standard_operating_procedures, none,  none, none, none, none,  none, none",NA,"","acholi ankole bukedi bunyoro busoga elgon kampala karamoja kigezi lango northbuganda southbuganda teso toro westnile, kampala","lamwo omoro amuru kitgum gulu agago pader nwoya, ibanda sheema rubirizi ntungamo mbarara mitooma kiruhura buhweju bushenyi isingiro rwampara kazo, butebo busia budaka tororo butaleja pallisa kibuku, masindi kagadi kibaale kikuube buliisa kakumiro kiryandongo hoima, kamuli iganga namayingo luuka kaliro jinja buyende namutumba bugiri mayuge bugweri, kween bukwo kapchorwa bududa manafwa sironko mbale namisindwa bulambuli, kampala, moroto kaabong nakapiripirit kotido napak abim amudat nabilatuk karenga, rukungiri rubanda rukiga kanungu kisoro kabale, alebtong kole amolatar dokolo apac lira otuke oyam kwania, buikwe luwero nakasongola mubende buvuma kayunga kyankwanzi kiboga mukono nakaseke mityana kassanda, masaka kalangala wakiso bukomansimbi mpigi lwengo lyantonde ssembabule butambala kalungu kyotera gomba rakai, bukedea kaberamaido soroti serere amuria katakwi kumi ngora kapelebyong kalaki, kabarole bunyangabu kyegegwa kyenjojo kasese kamwenge ntoroko bundibugyo kitagwenda, maracha pakwach zombo yumbe adjumani arua nebbi koboko moyo madiokollo obongi"
"177","ID-186","MapUganda","Mapping Uganda Border Entry Towns","Humanitarian Agency","new_project",NA,"yes","5000","Coordination","other, none, none, none, none, none, none, none,  none, none","Printing maps and distribute them to the responding agencies, sharing online maps for the entry border towns.","","acholi ankole karamoja kigezi southbuganda westnile","lamwo, ntungamo, moroto kaabong amudat, kisoro, kalangala kyotera, adjumani arua"
"178","ID-187","Food for the Hungry Association","COVID-19 Response in FH areas/districts of operation","Food for the Hungry private funding affliates in USA, UK, Canada and Korea","new_project",NA,"yes","264000","Coordination,Infection prevention,Surveillance,Laboratory,Case management,WASH,ICT innovations,Mental health,Risk communications,Logistics,Human resources","tech_support_lg ehd_districts_wash, procure_ipc ipc_refresher_training_and_onsite_mentorship_on_standard_and_transmission, orient_workers_surveillance, support_visits_facilities, food_assistance_quarantine_other, procure_wash_infrastructure hygiene_promotion_sensitization, emergency_hotline, mhpss_counsellors, supplies personnel, procure_ppe procure_thermometers purchase_megaphones_vht procure_sanitizer handwashing_facility procure_soap procure_boots, other","Livelihood option activities e.g. VSLA training, seed distribution for agriculture to people in Karit subcounty","District local government and District COVID-19 taskforce, District COVID-19 taskforce and government health centres, UNWFP, District local governments, UNWFP, UWONET, UNWFP, District local governments, District local government","acholi busoga elgon lango westnile, busoga, acholi, busoga elgon, acholi busoga elgon westnile, karamoja","lamwo kitgum, namutumba, kween mbale, kole, adjumani, lamwo, lamwo kitgum, kitgum, amudat"
"179","ID-188","BRAC Uganda","Master Card COVID-!9 Recovery and Resilience Program","Master Card Foundation","ongoing_project","yes",NA,"3e+06","Coordination,Infection prevention,Surveillance,Laboratory,WASH,ICT innovations,Mental health,Risk communications,Logistics","tech_support_lg ehd_districts_wash other, other, orient_workers_surveillance contact_tracing_followup, none, none, support_engagements_with_authorities procure_wash_infrastructure hygiene_promotion_sensitization support_community_engagement_meetings support_operationalization_of_wash_committees, other, other, supplies personnel, procure_ppe, none",NA,"DHTs and CHWs, Selected School Committees and DHTs, District Health Teams","bunyoro northbuganda southbuganda, bunyoro northbuganda southbuganda, acholi ankole bukedi bunyoro busoga elgon kampala kigezi lango northbuganda southbuganda teso toro westnile, northbuganda southbuganda, kampala northbuganda southbuganda, acholi ankole bunyoro kampala northbuganda southbuganda teso westnile","masindi, buikwe luwero mukono, wakiso, masindi, lamwo kitgum gulu agago pader, ibanda rubirizi ntungamo mbarara bushenyi isingiro, busia budaka tororo pallisa, masindi kiryandongo hoima, kamuli iganga namayingo kaliro jinja namutumba bugiri mayuge bugweri, kapchorwa sironko mbale, kampala, rukungiri rukiga kisoro kabale, dokolo apac lira oyam, buikwe luwero mubende kayunga kyankwanzi kiboga mukono mityana, masaka wakiso mpigi lyantonde kyotera, soroti serere kumi ngora, kabarole bunyangabu kyegegwa kyenjojo kasese kamwenge bundibugyo, maracha pakwach zombo yumbe adjumani arua nebbi koboko moyo, mukono, gulu, mbarara, soroti, arua"
"180","ID-189","BRAC Uganda","COVID-19 Activities","Internal Funding","ongoing_project","yes",NA,"810000","Risk communications,Logistics,Human resources","none, none, none, none, none, none, none, none, supplies personnel, procure_ppe procure_thermometers procure_sanitizer procure_soap, facilitate_response_teams",NA,"Supported the MoH with 50 Mega Phones to assist in awareness creation on COVID-19 in border districts.","northbuganda southbuganda westnile, acholi ankole bukedi bunyoro busoga elgon kampala kigezi lango northbuganda southbuganda teso toro westnile, southbuganda","mukono, wakiso, yumbe adjumani arua nebbi koboko moyo, lamwo kitgum gulu agago pader, ibanda rubirizi ntungamo mbarara bushenyi isingiro, busia budaka tororo pallisa, masindi kiryandongo hoima, kamuli iganga namayingo kaliro jinja namutumba bugiri mayuge bugweri, kapchorwa sironko mbale, kampala, rukungiri rukiga kisoro kabale, dokolo apac lira oyam, buikwe luwero mubende kayunga kiboga mukono mityana, masaka wakiso mpigi lyantonde kyotera, soroti serere kumi ngora, kabarole bunyangabu kyegegwa kyenjojo kasese kamwenge bundibugyo, maracha pakwach zombo yumbe adjumani arua nebbi koboko moyo"
